Price,Open,High,Low,Close,Volume,Dividends
Ticker,INTC,INTC,INTC,INTC,INTC,INTC
Date,,,,,,
2021-05-04,51.73307581180005,51.82402568074565,50.75989764211865,51.75126647949219,35323600,0.0
2021-05-05,51.80584223959098,52.115076694463134,51.351085892397556,51.70579528808594,21001900,0.0
2021-05-06,51.81377328571852,52.39029630106427,51.475181955194145,52.33538818359375,25529300,0.348
2021-05-07,52.802102565347894,53.08578580048553,52.38115077129017,52.7746467590332,19959000,0.0
2021-05-10,52.29879130516095,52.37199864462898,51.13659555494798,51.218955993652344,35046500,0.0
2021-05-11,50.37705427241367,50.90782237642975,49.69071837363178,50.36790466308594,35968100,0.0
2021-05-12,49.773074212016375,50.011005923123264,48.88541208137491,49.06843566894531,30232300,0.0
2021-05-13,49.452779290062125,49.773067909590914,48.922011302403966,49.425323486328125,29192500,0.0
2021-05-14,49.96524877129295,51.1091418612116,49.65410971119969,50.65158462524414,28158300,0.0
2021-05-17,50.59667629374889,51.14574354043296,50.111663285264065,50.63328170776367,20010200,0.0
2021-05-18,51.20065306427348,51.37452354928085,50.14827007326353,50.18487548828125,18703400,0.0
2021-05-19,49.4802450672258,50.72480145471573,49.269769132706934,50.660743713378906,23769700,0.0
2021-05-20,50.85291240398042,51.46604093325487,50.6607391971017,51.20065689086914,23145200,0.0
2021-05-21,51.63074610024674,51.896130079764,51.22809707299858,51.319610595703125,17723100,0.0
2021-05-24,51.84123284306836,52.5184155531434,51.61245424003785,52.124916076660156,19164400,0.0
2021-05-25,52.67398795484802,52.67398795484802,51.63075457017931,52.04255676269531,22309900,0.0
2021-05-26,52.20727991517172,52.37200079935752,51.786328095978945,52.088314056396484,15173600,0.0
2021-05-27,52.26218554354143,52.96682407203346,52.161522397916215,52.82955551147461,32387600,0.0
2021-05-28,52.664838931933645,52.75635247673404,52.10661852674799,52.271339416503906,20303900,0.0
2021-06-01,52.71973932788218,52.91191250745516,51.786322253105084,52.060855865478516,20326400,0.0
2021-06-02,52.07915417621879,52.79294220632211,51.94188563617554,52.60076904296875,18483600,0.0
2021-06-03,52.14322434726896,52.25303711099252,51.32877299212335,51.466041564941406,21831300,0.0
2021-06-04,51.74972463962523,52.847862745500905,51.74057503055038,52.500118255615234,21493800,0.0
2021-06-07,52.53671371817953,52.56416603108675,51.960190710938846,52.24387741088867,17364400,0.0
2021-06-08,52.57332794338729,52.74719843908985,51.79547853539381,52.16152572631836,33254500,0.0
2021-06-09,52.4909674999735,52.600780260896975,52.13407340880867,52.16152572631836,13904800,0.0
2021-06-10,52.298790003958054,53.104088172493114,52.097463716382066,52.5092658996582,26738100,0.0
2021-06-11,52.59162822629419,53.021729641275165,52.115768296394656,52.939369201660156,18119700,0.0
2021-06-14,53.094939577466114,53.25966045391958,52.371998340907496,53.25050735473633,21784500,0.0
2021-06-15,53.26881626268756,53.46098947729065,52.893619442845115,53.0674934387207,20806500,0.0
2021-06-16,53.21390691093129,53.415229717064534,51.951047986620026,52.362850189208984,21879700,0.0
2021-06-17,52.20727849870055,52.98512787311466,51.88698983863183,52.32624435424805,21498800,0.0
2021-06-18,51.86868352823351,51.932741255798106,50.422801126896935,50.94441604614258,55118300,0.0
2021-06-21,51.01762865385974,51.283012672113614,50.669884198592065,51.12744140625,19254600,0.0
2021-06-22,51.19149913605135,51.50263817689412,50.788850050030774,51.12744140625,18682800,0.0
2021-06-23,51.12744185334773,51.21895539021026,50.54176918096552,50.56922149658203,20287900,0.0
2021-06-24,50.77970220233321,51.33791908268561,50.64243363892313,51.31046676635742,21209700,0.0
2021-06-25,51.26471420846711,51.6216083014416,51.01763287697291,51.1640510559082,21101200,0.0
2021-06-28,51.5758420142002,52.82954761578484,51.55753930946883,52.60076904296875,22480900,0.0
2021-06-29,52.66483390663257,52.921068316738896,51.136594508581496,51.932743072509766,26360000,0.0
2021-06-30,51.55754674566915,51.59415216041152,50.68818734540258,51.3745231628418,29891600,0.0
2021-07-01,51.36537043678014,51.83207722832107,51.12743874628141,51.25555419921875,24871600,0.0
2021-07-02,51.74972513557064,52.152377756418616,51.53924921598413,51.941898345947266,17219400,0.0
2021-07-06,52.08831286272459,52.1706733029301,50.97187560657555,51.32876968383789,26186600,0.0
2021-07-07,51.585005167923285,51.65821600607473,50.981029716713465,51.209808349609375,14857400,0.0
2021-07-08,50.61498692629404,50.990183751484636,50.139126942242676,50.688194274902344,19162000,0.0
2021-07-09,50.798000908987085,51.347071666226974,50.614980814125,51.23725891113281,18708000,0.0
2021-07-12,51.48433526446223,51.94189247029632,51.34707019724267,51.9144401550293,15392800,0.0
2021-07-13,51.81377815472915,52.43605624766788,51.557547230890094,52.04255676269531,15716000,0.0
2021-07-14,52.31708942605422,52.58247344419685,51.54839666876018,51.722267150878906,16263600,0.0
2021-07-15,51.61246181998154,51.61246181998154,50.85291507074664,51.07254409790039,18917000,0.0
2021-07-16,51.292162392653566,52.097464057343515,50.23978290726534,50.30384063720703,25263800,0.0
2021-07-19,49.791378034263985,50.15742521759744,49.38872892530491,50.001853942871094,27007700,0.0
2021-07-20,50.25807877346569,50.843754893853195,49.66325653638828,50.55091857910156,19867000,0.0
2021-07-21,50.496016795017304,51.502641316882375,50.34044551966889,51.456886291503906,18497200,0.0
2021-07-22,51.301321897298685,51.740576453552656,50.95357739784912,51.209808349609375,36691000,0.0
2021-07-23,49.94694676097013,50.06590912223273,47.878786215146256,48.50106430053711,67742300,0.0
2021-07-26,48.32719556767113,49.910343154028155,48.28143705226798,49.699867248535156,32881200,0.0
2021-07-27,48.61087099864455,48.684081818811194,47.86963064431947,48.66577911376953,39878000,0.0
2021-07-28,48.528522907027835,49.3429742885477,48.4461624588469,48.565128326416016,28478800,0.0
2021-07-29,48.94032104001591,49.507691029369475,48.79390286563807,49.14164733886719,16886600,0.0
2021-07-30,49.09588490351181,49.32466348462625,48.72983777737507,49.159942626953125,16465700,0.0
2021-08-02,49.40702348684279,49.846277939883535,48.99522134621581,49.12333679199219,18098100,0.0
2021-08-03,49.315517137708795,49.56259845804355,48.738994056927694,49.47108840942383,16375900,0.0
2021-08-04,49.644953697078506,49.818824167594194,49.14164150063059,49.32466506958008,17612700,0.0
2021-08-05,49.72809455408135,49.75572526508348,49.350459611584206,49.635986328125,15310000,0.348
2021-08-06,49.60835475937116,49.85704169479906,49.48861582448303,49.66361618041992,19256000,0.0
2021-08-09,49.81098993731621,50.114938297441356,49.58072464399704,49.783355712890625,14670100,0.0
2021-08-10,49.958362346327284,50.09651942181475,49.2859845607233,49.68204116821289,16215700,0.0
2021-08-11,49.97677543642494,50.06888365769298,49.589931447807274,49.866249084472656,18590800,0.0
2021-08-12,49.893879875474816,49.90309245440134,49.05571438519962,49.31361389160156,15070100,0.0
2021-08-13,49.276764300995794,49.33202922677892,48.87149871929298,49.267555236816406,15281100,0.0
2021-08-16,49.02808166962764,49.26755952194794,48.81623803938691,49.24913787841797,17690300,0.0
2021-08-17,48.97282107080258,48.982033650167054,48.09781576393299,48.53071212768555,22014900,0.0
2021-08-18,48.447813907377075,48.843870473339166,47.996495922442186,48.0701789855957,15061700,0.0
2021-08-19,47.94123226945256,48.51228920001898,47.508335917144386,48.300445556640625,22999400,0.0
2021-08-20,48.042552830098714,48.24518742172516,47.36096598508137,47.90439224243164,25728300,0.0
2021-08-23,48.43860900579038,49.313617854957734,48.337291710871995,49.0280876159668,23976300,0.0
2021-08-24,49.33203634875623,49.70967127887042,49.10177106177027,49.56230163574219,20348800,0.0
2021-08-25,49.81098856731535,49.94914563136526,49.488615057393346,49.56230163574219,15048400,0.0
2021-08-26,49.50703870147794,49.50703870147794,48.788612101408056,48.93598175048828,19570000,0.0
2021-08-27,49.147825028049795,49.68203868431839,48.74255586098097,49.635986328125,16525000,0.0
2021-08-30,49.97678047886983,50.53862838780016,49.51624986677214,49.68204116821289,14581300,0.0
2021-08-31,50.14256892226164,50.19783385744845,49.42414233268077,49.79256820678711,22350100,0.0
2021-09-01,49.83862260490997,49.88467496266799,49.304405416921966,49.433353424072266,18615000,0.0
2021-09-02,49.55308330575279,49.63597893999001,49.13860513456668,49.488609313964844,15869500,0.0
2021-09-03,49.221506225673615,49.810988308695386,49.110979872293655,49.285980224609375,13456200,0.0
2021-09-07,49.34124186323359,49.6912460580623,49.22150293881892,49.4149284362793,13915000,0.0
2021-09-08,49.48861338203576,49.66361372933573,48.80703012323012,49.341243743896484,18235100,0.0
2021-09-09,49.42414386070306,49.63598751511434,49.129404557733494,49.184669494628906,13495800,0.0
2021-09-10,49.5991405533867,50.63994061635902,49.56230077841897,49.58993148803711,20324700,0.0
2021-09-13,50.29915043897908,51.10968524243778,50.11493750452445,50.64915466308594,22639200,0.0
2021-09-14,50.99915964776935,51.0636336531965,49.985993693711514,50.21625900268555,22072700,0.0
2021-09-15,50.354415937858825,50.79652842178301,50.12415062953446,50.76889419555664,18796200,0.0
2021-09-16,50.52941217209711,50.61230781108854,49.958355277694636,50.50178146362305,19863100,0.0
2021-09-17,50.280727987053304,50.280727987053304,49.43334990759219,49.976776123046875,35359200,0.0
2021-09-20,49.009664695345364,49.27677328162395,48.189920804794156,48.797821044921875,35051900,0.0
2021-09-21,49.00045839424268,49.23072370294347,48.65966672116504,48.69650650024414,17968900,0.0
2021-09-22,49.18466683579979,49.61756318725187,48.81624097021941,49.276771545410156,18594100,0.0
2021-09-23,49.50703853317368,50.013621480566655,49.36887795044397,49.76493453979492,16474300,0.0
2021-09-24,49.53466842944935,50.12414701406935,49.4886160738202,49.939937591552734,12976200,0.0
2021-09-27,49.68203823307401,50.538625402055416,49.57151187649982,50.3452033996582,13899900,0.0
2021-09-28,49.90308832938468,50.280723222060864,49.70045377258362,49.73729705810547,24691300,0.0
2021-09-29,49.737294808481735,49.78334715651654,48.98202505729031,49.267555236816406,20514300,0.0
2021-09-30,49.51624373792375,49.71887830650805,49.05571318282801,49.074134826660156,20534100,0.0
2021-10-01,49.414934468328,49.83862177435245,48.862295643732544,49.60835647583008,19895100,0.0
2021-10-04,49.67282513889943,50.04125098236023,48.88992461350677,49.24913787841797,27353300,0.0
2021-10-05,49.322816408398694,50.05045544993308,49.25834241875073,49.69124221801758,18129400,0.0
2021-10-06,49.25835291106942,49.80177916354736,48.88071795687762,49.7188835144043,20059600,0.0
2021-10-07,50.03204324898936,50.64915606951296,49.84783030941949,49.90309524536133,20704400,0.0
2021-10-08,50.24388491762173,50.271519141287264,49.460984347297256,49.56230163574219,16068000,0.0
2021-10-11,49.56230319132862,50.11493849201241,49.20308638095764,49.22150802612305,14398800,0.0
2021-10-12,49.341244809237295,49.47940538516251,47.90438817117882,48.0517578125,32784300,0.0
2021-10-13,48.245184868491364,48.42939780444197,47.77544170613886,48.1346549987793,18534000,0.0
2021-10-14,48.72413390153764,49.73729971247516,48.56755168649789,49.64519500732422,26586700,0.0
2021-10-15,49.92151350828717,50.188622076887285,49.562300232927385,50.160987854003906,25231100,0.0
2021-10-18,49.91230843516073,50.253103631272005,49.47941203200918,50.17020797729492,22407600,0.0
2021-10-19,50.31757012821138,50.860996331269305,50.07809226865671,50.851783752441406,18392900,0.0
2021-10-20,50.88862678680885,51.10968300117454,50.732048083208866,50.99915313720703,16850300,0.0
2021-10-21,50.593890635378294,51.64389981294672,50.5017859232851,51.57942581176758,38390900,0.0
2021-10-22,46.412278050025556,46.559647716546685,45.260951432338594,45.55569076538086,109971900,0.0
2021-10-25,45.89647962770403,46.11753234013492,45.41752739934442,45.5096321105957,43178800,0.0
2021-10-26,45.500421101149534,45.53726087593457,44.14646011946501,44.46883010864258,68405400,0.0
2021-10-27,44.68988866509604,44.966206315082886,44.09119749548327,44.109619140625,41081500,0.0
2021-10-28,44.33988743267233,44.54252202936335,44.10041305677641,44.28462600708008,31317200,0.0
2021-10-29,44.30303597331168,45.38988831483198,44.13724469995644,45.13199234008789,42301000,0.0
2021-11-01,45.5004232547515,45.68463267810367,45.13199738090812,45.638580322265625,28013700,0.0
2021-11-02,45.69384891609795,45.96095752034319,45.34384465927901,45.92411422729492,27193300,0.0
2021-11-03,45.988586097315725,46.46753834398794,45.78595150853181,46.41227340698242,23962100,0.0
2021-11-04,46.59591671136627,46.69793505049029,46.12290683341081,46.66083908081055,24806000,0.348
2021-11-05,46.88342003838998,47.838712718581654,46.87414693225358,47.22658157348633,36816200,0.0
2021-11-08,47.72742189178836,48.218981508137695,47.35643744062313,47.81089401245117,31647800,0.0
2021-11-09,47.80161723914619,48.01493407825877,47.087467714463166,47.48627853393555,22508400,0.0
2021-11-10,47.282229745532604,47.662490772504796,47.03181342952609,47.07818603515625,25040700,0.0
2021-11-11,47.31005538743195,47.36570464026718,46.753577011092524,46.864871978759766,25420000,0.0
2021-11-12,46.929801666506634,47.20804443612927,46.54026744984099,46.66083908081055,23884800,0.0
2021-11-15,46.75357709086241,46.95762081360317,46.48461100870471,46.67010498046875,24695800,0.0
2021-11-16,46.71648197535279,47.43990817935832,46.68865911527689,46.9390754699707,30927800,0.0
2021-11-17,46.92979715769325,47.24513586669924,46.35476899586001,46.58663558959961,23546900,0.0
2021-11-18,46.59591290770332,46.59591290770332,45.418030169931384,46.07653045654297,30658200,0.0
2021-11-19,46.002330387810815,46.122902006161276,45.668445467615044,45.92813491821289,27607600,0.0
2021-11-22,45.95596326092748,47.161668974297186,45.82611852013436,46.21565628051758,33389600,0.0
2021-11-23,46.52171272752853,46.7906788225031,45.111963428148464,45.538597106933594,44713300,0.0
2021-11-24,45.31600493887673,46.16927225461333,45.10268810994258,46.15072250366211,26035800,0.0
2021-11-26,45.35310071213322,45.61279012809377,44.6296746365242,45.24180221557617,25269000,0.0
2021-11-29,45.72408304026322,46.4938816859838,45.18615448299097,46.37331008911133,31478900,0.0
2021-11-30,45.90958303111033,46.744304137786365,45.149060928584724,45.631343841552734,49460800,0.0
2021-12-01,46.22492718268544,46.660837538549416,45.00067177362425,45.074867248535156,35093500,0.0
2021-12-02,45.08413956501766,46.17855013439296,44.82445012076024,45.909584045410156,37240800,0.0
2021-12-03,46.07652609378542,46.42896427863087,45.22325525752849,45.67771530151367,32224900,0.0
2021-12-06,45.89103904412608,47.49555556137703,45.612799819620804,47.2915153503418,40336000,0.0
2021-12-07,50.695309369970765,51.01064806315403,48.4230161577387,48.75690460205078,91731500,0.0
2021-12-08,48.75690579181537,49.044421634323,47.653222107743524,47.99638366699219,37143400,0.0
2021-12-09,47.579022636185556,47.84798872448175,46.77212790930029,46.81850051879883,31694200,0.0
2021-12-10,47.1523835265116,47.36570033599035,46.41968435177832,46.92051696777344,23783600,0.0
2021-12-13,47.16165494542511,47.31932603948954,46.326937486622775,46.37331008911133,35726900,0.0
2021-12-14,46.206376308012736,46.62373690051859,45.74264310256259,46.0950813293457,34120400,0.0
2021-12-15,46.25274805180748,47.096742328346856,45.75191888821527,46.994720458984375,32590300,0.0
2021-12-16,47.059651500660756,47.671779245679815,46.911257003019884,47.143123626708984,33132300,0.0
2021-12-17,46.92052232626106,47.319333135876505,46.3825901503134,46.94834518432617,50102300,0.0
2021-12-20,46.28984279139149,46.49388650911132,45.40874910069598,46.00232696533203,30140300,0.0
2021-12-21,46.317672174260245,47.15239337526762,46.317672174260245,47.08747100830078,31956300,0.0
2021-12-22,46.96690265122764,47.31934090929719,46.56809177609723,47.27296829223633,23307900,0.0
2021-12-23,47.3749857632755,47.97783680496576,47.34715936522573,47.58830261230469,25198200,0.0
2021-12-27,47.62539828892084,48.28390212269013,47.57902567645911,48.172603607177734,20985400,0.0
2021-12-28,48.16333214409893,48.33954949267067,47.88509292182642,48.00566101074219,19290400,0.0
2021-12-29,48.05203359166578,48.35809565201856,47.9129122218669,48.07058334350586,14174800,0.0
2021-12-30,48.15405082469691,48.35809455229415,47.90363802555906,47.98711013793945,18359400,0.0
2021-12-31,48.12623006118308,48.376646409223184,47.72741923334181,47.76451873779297,16319000,0.0
2022-01-03,47.90364142219277,49.36903650810461,47.8572652713572,49.350486755371094,33857600,0.0
2022-01-04,49.684371416069276,50.02753297029807,48.83110408382401,49.285560607910156,45681400,0.0
2022-01-05,50.25940110621688,52.095784086568784,49.925516186337504,49.96261215209961,59109300,0.0
2022-01-06,50.64893875943675,50.70458447701535,49.54525152074919,50.09245681762695,35757900,0.0
2022-01-07,50.25940057905962,50.44489455793817,49.29483825729722,49.56380081176758,30717200,0.0
2022-01-10,50.05536504019112,51.29817021481781,49.443237329584164,51.205421447753906,49260800,0.0
2022-01-11,51.47438370396257,52.01231589856995,50.76023417215799,51.854644775390625,39795200,0.0
2022-01-12,52.067956281714935,52.19780099455663,50.8344279717158,51.69697189331055,29136800,0.0
2022-01-13,51.93811358285694,52.13288065967188,50.797330441222435,50.95499801635742,29605400,0.0
2022-01-14,50.87152547933865,51.72479632079541,50.574736544398,51.659873962402344,30151500,0.0
2022-01-18,51.29816473931565,51.613503437666665,50.713859952193985,50.788055419921875,35313800,0.0
2022-01-19,50.66748249216889,50.87152266239012,49.67509388253779,49.73073959350586,30595100,0.0
2022-01-20,49.95333488998406,50.1666517118867,48.17259777540078,48.26534652709961,28582600,0.0
2022-01-21,48.30244602777915,49.27628492359662,48.181874419572225,48.26534652709961,46372400,0.0
2022-01-24,47.74596991172417,48.34882448773726,46.26202508492762,48.172603607177734,64198400,0.0
2022-01-25,47.31005435626881,47.87580936475128,46.6051815257353,47.30078125,44095400,0.0
2022-01-26,47.42135596612733,48.896027619695644,47.06891775877047,47.94073486328125,54895400,0.0
2022-01-27,46.35476867510513,46.42896768283003,44.31434195671484,44.56475830078125,89642800,0.0
2022-01-28,44.24942128617774,44.70388138086401,42.94169379804433,44.26797103881836,61945400,0.0
2022-01-31,44.221589231826236,45.325272749442526,43.87842772433257,45.278900146484375,51828400,0.0
2022-02-01,45.24181159324788,45.47367820213169,44.85227738856484,45.39948272705078,35386100,0.0
2022-02-02,44.750258961784375,45.98379111430965,44.601864462187734,45.91886520385742,37962700,0.0
2022-02-03,45.67771581089341,46.08579971399993,44.75024950001232,44.778072357177734,42145800,0.0
2022-02-04,44.72668183848054,45.081804835871324,44.044474215173935,44.866859436035156,32431500,0.365
2022-02-07,44.97900045804897,45.474300994257604,44.82012825504803,45.025726318359375,27558500,0.0
2022-02-08,44.838820039083416,45.73596940542432,44.76405937436569,45.61448287963867,28051200,0.0
2022-02-09,46.10044484738698,46.69854449201897,45.63317905439885,46.64247131347656,35217300,0.0
2022-02-10,45.96025889762095,46.66115751411787,45.56775381860623,45.66120910644531,32762700,0.0
2022-02-11,45.74531523889806,45.8948401284581,44.39024392197322,44.51173400878906,37208200,0.0
2022-02-14,44.78275657620677,45.025736810368144,44.02578819390552,44.46501922607422,28456900,0.0
2022-02-15,44.57715592053723,45.287398334299496,44.10054283074843,45.268707275390625,35837900,0.0
2022-02-16,44.91358770707936,45.31543655994511,44.483700483462655,45.07245635986328,26022900,0.0
2022-02-17,44.726676755759605,45.1004872050473,44.278102077641584,44.45566177368164,32030600,0.0
2022-02-18,43.16600617272321,43.18469722942275,41.595993059506505,42.0912971496582,76520100,0.0
2022-02-22,41.76421356201172,42.43707741679785,40.979206919746204,41.76421356201172,57093300,0.0
2022-02-23,42.2127904506228,42.71743836769913,41.633381859695405,41.726837158203125,38176700,0.0
2022-02-24,41.025940770664185,43.72673666282557,40.77361679792503,43.661319732666016,72740100,0.0
2022-02-25,43.857564810829864,44.6612624937742,43.222083087802005,44.58649826049805,39266300,0.0
2022-02-28,43.92297950403978,44.68929503146708,43.782798356236505,44.577152252197266,41946100,0.0
2022-03-01,44.427628377856074,44.764060288341724,43.19404708271185,43.754764556884766,53853000,0.0
2022-03-02,44.40893896854757,45.78270146570743,44.371556851560456,45.670555114746094,46936500,0.0
2022-03-03,45.02572422527481,45.371499853443495,44.50238534524438,44.792091369628906,36389900,0.0
2022-03-04,44.26875134979189,45.10983103444328,44.26875134979189,44.92292404174805,38310700,0.0
2022-03-07,44.86685760428659,45.3621617439656,44.48369981601881,44.55846405029297,43813700,0.0
2022-03-08,44.56780705096684,45.53037694387971,43.8201825455162,44.3902473449707,44813900,0.0
2022-03-09,45.24066739977495,45.287393259333484,43.82017916647726,44.51173400878906,36076500,0.0
2022-03-10,44.19399571433212,44.21268677222132,43.137974115798414,43.60523986816406,36456000,0.0
2022-03-11,44.06316356267847,44.184650096181784,42.773509038539,42.82958221435547,27082100,0.0
2022-03-14,42.894999533239236,42.96976020339688,41.399746915581915,41.493202209472656,35993900,0.0
2022-03-15,41.58665198222509,41.960466010294425,41.18480314978474,41.87635803222656,34448900,0.0
2022-03-16,42.334277028541415,43.577205657958984,42.30624222380277,43.577205657958984,38885500,0.0
2022-03-17,43.28749839657241,44.193995084018454,42.736124674046685,44.05381393432617,28555000,0.0
2022-03-18,43.75476526528211,44.48369870649941,43.315534312264084,44.34352111816406,46237100,0.0
2022-03-21,44.352865805324726,44.754714650660034,43.988399076986866,44.28744888305664,32910900,0.0
2022-03-22,44.390248541049736,45.296745283620965,44.296796812208456,45.221981048583984,27923300,0.0
2022-03-23,45.287396282526515,46.334074144273124,44.913585816149705,45.10983657836914,37126400,0.0
2022-03-24,45.47430058871964,48.26855121580029,45.40888367187754,48.24051284790039,51677900,0.0
2022-03-25,47.37140244346419,48.576948984743524,47.14711687040822,48.436771392822266,33239800,0.0
2022-03-28,47.99753680464878,48.19378755749413,47.2499123426513,48.13771438598633,22932400,0.0
2022-03-29,48.59563654119318,48.866651523646645,47.922772740606554,48.82926940917969,27303700,0.0
2022-03-30,48.829269471756035,49.07224608619334,47.866703195203556,48.06295394897461,24623300,0.0
2022-03-31,47.8480111090413,47.90408071465325,46.26865067181949,46.31538009643555,43698300,0.0
2022-04-01,46.56771119205296,46.63312811864987,44.231382199434336,44.9603157043457,46598600,0.0
2022-04-04,45.01638436641732,46.00698912171834,44.782751472097225,45.97895431518555,23784900,0.0
2022-04-05,45.63317282543199,45.773350405221024,44.87620106073469,44.979000091552734,25779200,0.0
2022-04-06,44.334176082863884,45.016383696328994,44.147272622153984,44.42763137817383,31518700,0.0
2022-04-07,44.324829486462484,44.77340418024935,43.70803883688619,44.446319580078125,24117000,0.0
2022-04-08,44.18464607395416,44.46500836255958,43.78279726290462,43.94166946411133,22167300,0.0
2022-04-11,43.82953438318096,44.20334489203043,43.48375511717732,43.52113723754883,30352500,0.0
2022-04-12,44.22203461378712,44.77340839523572,43.37161100832795,43.455718994140625,29861400,0.0
2022-04-13,43.689346838763264,44.17530363781252,43.5024398291359,43.93232345581055,22171300,0.0
2022-04-14,43.68934558017981,43.68934558017981,42.633324036418124,42.680049896240234,36181800,0.0
2022-04-18,42.54921733373471,43.82018072260643,42.53987358747302,43.5865478515625,25593100,0.0
2022-04-19,43.54916286641456,44.857508284013406,43.30618626512278,44.792091369628906,31483100,0.0
2022-04-20,45.193948603607566,45.55841535606326,44.8388255985421,44.9603157043457,22787100,0.0
2022-04-21,45.436921652601605,45.69859290322546,44.296795618647444,44.3902473449707,27316900,0.0
2022-04-22,44.34352278094047,44.53042980401766,43.45571709504006,43.493099212646484,28219900,0.0
2022-04-25,43.18470333231761,44.053817984420604,43.156668525783665,43.97905731201172,35999300,0.0
2022-04-26,43.63327128016918,43.77345242096214,42.53052390512505,42.53987121582031,35356600,0.0
2022-04-27,42.50249046653513,43.04452042570612,42.0632595385831,42.25951385498047,28320900,0.0
2022-04-28,42.79219918971315,44.17530541259565,42.55856630953121,43.77345657348633,41097000,0.0
2022-04-29,42.04457055460999,42.39034618511425,40.65211715697501,40.73622512817383,70765900,0.0
2022-05-02,40.8577233218762,42.04457889994495,40.661468973488546,42.01654052734375,45446500,0.0
2022-05-03,41.85766903433543,42.51184183317421,41.33433008227342,42.10999298095703,40158400,0.0
2022-05-04,42.10999294580325,43.58655094170761,41.50254601204114,43.493099212646484,44625600,0.0
2022-05-05,42.951493641871934,43.243489748438414,41.56687552015289,42.00957489013672,52996700,0.365
2022-05-06,41.90596039568117,42.527626532416654,41.29371186403417,41.726993560791016,40916600,0.0
2022-05-09,41.265457045785475,41.63280474167557,40.38005122170734,40.56843566894531,44925800,0.0
2022-05-10,41.77409083421778,42.14144212721681,40.97346141621227,41.45383834838867,42770000,0.0
2022-05-11,41.46325858686138,41.71757704852445,40.29527790290518,40.342376708984375,40351700,0.0
2022-05-12,40.248187374811025,40.41773303565469,39.570004731436356,40.35179901123047,42329600,0.0
2022-05-13,40.89810800349117,41.293715723737,40.47424746533912,41.06765365600586,32034100,0.0
2022-05-16,40.89810686913147,41.0770737157857,40.304700694923575,40.577857971191406,25071900,0.0
2022-05-17,41.274879098527315,41.84002890800059,41.114754636659335,41.82119369506836,28596600,0.0
2022-05-18,41.425587402434175,41.425587402434175,39.76781193504717,39.8902587890625,35218400,0.0
2022-05-19,39.86199960376542,40.219929720397545,39.29684981382816,39.570003509521484,29181000,0.0
2022-05-20,39.79606871876917,39.833746332571295,37.968747566986245,39.230918884277344,44802300,0.0
2022-05-23,39.268585147693344,39.7960608573187,38.9294974698638,39.56058120727539,27199500,0.0
2022-05-24,39.278008232674544,39.45697148177608,38.71285488954137,39.24974822998047,29837500,0.0
2022-05-25,39.033113550461565,40.05038757322405,38.98601832936369,39.74897384643555,26283100,0.0
2022-05-26,39.72071309938616,41.143012464740174,39.635943858870014,40.954627990722656,28826700,0.0
2022-05-27,41.058233788157054,41.96247482299805,41.0205561800884,41.96247482299805,30553300,0.0
2022-05-31,41.67990240145594,42.150861750624934,41.11475261970702,41.84002685546875,41111500,0.0
2022-06-01,42.16970086977554,42.32040771890644,41.001720094160056,41.54803466796875,29885500,0.0
